,Unnamed: 0,City,Job title,Company name,Location,Salary,tech skills,og_salary_period,salary_category,above_med_sal,technical skills
7606,8284,Los+Angeles,Cloud Business Analyst,"Onica Group, LLC","Santa Monica, CA 90404",,forecasting business_analyst service technology finance computer_science consulting data statistics tableau amazon_web_services statistical_analysis excel design statistical aws data_analyst data_science cloud modeling tools statistical_modeling,,no category,,statistics tableau amazon_web_services excel aws cloud
7607,8285,Los+Angeles,"Lead Architect, Machine Learning & AI",American Express,"Santa Monica, CA",,coding problem_solving data agile software_engineering hadoop qa artificial_intelligence product_development agile_development software_development spark machine machine_learning data_science product_management analytical tools hive,,no category,,agile hadoop artificial_intelligence spark machine_learning hive
7608,8286,Los+Angeles,Data Engineer (Scala),HIRECLOUT,"Los Angeles, CA",,scala big_data computer_science sql data database spark aws,,no category,,scala sql database spark aws
7609,8287,Los+Angeles,Sr. Data Scientist (Sr. Advisor),Edison International,"Rosemead, CA",,forecasting predictive_analytics data_mining python teradata ms_sql_server “service model_development machine_learning_algorithms r_lang scripting data_integration algorithm_development oracle technology computer_science social_media large ms_sql couchdb sql visualization validation data_scientist predictive_modeling data_visualization data designing pig statistics business_analytics mathematical analytics hadoop algorithms information_technology statistical_analysis ideas testing hbase greenplum database mysql human_resources design spark statistical nosql cassandra cleaning cloud_computing sql_server acquisition life_cycle mathematics machine machine_learning data_collection data_science analytical predictive cloud modeling tools java mongodb hive data_modeling algorithm,,no category,,data_mining python r_lang scripting sql visualization data_visualization pig statistics hadoop algorithms hbase database spark nosql cassandra mathematics machine_learning cloud java hive algorithm
7610,8288,Los+Angeles,Sr. Data Scientist,Taboola,"Los Angeles, CA",,scala data_mining python big_data communication_skills technology programming hdfs large sql data_scientist predictive_modeling json data xml pig statistics analytics hadoop algorithms mapreduce hbase database design spark nosql google_analytics machine machine_learning data_science predictive cloud modeling api tools java hive algorithm,,no category,,scala data_mining python communication_skills sql pig statistics hadoop algorithms mapreduce hbase database spark nosql machine_learning cloud api java hive algorithm
7611,8289,Los+Angeles,Investment Research Analyst,"ICG Advisors, LLC","Los Angeles, CA 90025",,research monitoring,,no category,,
7612,8290,Los+Angeles,Assessment Scientist,KORNFERRY,"Los Angeles, CA",,rest r_lang strategy go consulting spss research recruitment validation data designing analytics statistical_analysis ideas product_development sas design statistical acquisition tools,,no category,,rest r_lang go spss sas
7613,8291,Los+Angeles,"Analytics Expert, Team Manager - GAMMA",The Boston Consulting Group,"Los Angeles, CA",,scala python service data_cleansing advanced_analytics scripting big_data core_data algorithm_development oracle communication_skills problem_solving postgresql programming documentation computer_science large consulting chash_lang languages sql visualization data_visualization data designing business_analytics analytics hadoop database business_analysis javascript chash_lang requirement_gathering spark data_management acquisition ssis modelling mathematics access analytical bi data_modelling modeling tools mongodb hive project_management data_analysis subject_matter_expertise algorithm,,no category,,scala python scripting communication_skills chash_lang sql visualization data_visualization hadoop database javascript chash_lang spark mathematics hive project_management algorithm
7614,8292,Los+Angeles,Scientist I,"Eurofins Eaton Analytical, Inc.","Monrovia, CA",,service technology data insurance health website testing troubleshooting analytical supervision,,no category,,
7615,8293,Los+Angeles,Commission Research Analyst,Professional Corporate Consultants,"El Segundo, CA",,service financial_services research salesforce analytics written_communication troubleshooting ms_office excel analytical,,no category,,written_communication excel
7616,8294,Los+Angeles,Operations Research Analyst,Southern California Gas Company,"Los Angeles, CA",,evaluation service big_data problem_solving research flow validation operations_research data statistics mathematical strategic_planning testing econometrics human_resources design statistical operations calculus mathematics machine machine_learning analytical modeling tools analytical_techniques simulation,,no category,,statistics mathematics machine_learning
