Job_Name	Skillset	Location	Organization
Assistant General Manager \u2013 Marketing Projects	Real estate, Analytical, Customer acquisition, Media planning, Social media...	Mumbai	Decon Management Services Pvt. Ltd
Digital Operations Analyst - Adobe Audience Manager (AAM)-Bangalore	Adobe Analytics, Business Analysis, AAA, Adobe Audience Manager...	Bengaluru	Pride Technologies Consulting India Pvt Ltd
Assistant Manager	Analytics, Analytical, Automation, Tools, e-business, Presentation skills...	Bengaluru	Vodafone India Limited
Assistant Manager - Business Operations - 13001 	Analytics, Tools, Cost benefit analysis, Individual Contributor, Finance...	Pune	Tata Communications Ltd
Consultant -  Google Analytics	php, javascript, wordpress, analytics, interfaces, ajax...	Kolkata	Happy Marketer Private Ltd.
Sr product Manager	sql, product management, data mining, web analytics, analytical...	Bengaluru	Assure Consulting Services Private Limited
Data Analytics -  Consultant	modeling, forecasting, development, scorecard, regression, segmentation...	Chennai	Infiniti Software Solutions
Sr. Product Manager,  Mobile	stores, btech, product management, , analytics, competitive analysis...	Bengaluru	Urbanpro.com
Analytics Lead	kpo, analytical, assets, analytics, sas se, regression, 	Mumbai	Equifax Credit Information Services Pvt Ltd
Sr. Manager - Program Management	Telecom, Customer service, Logistics, Project management, Tools...	Delhi	Tata Communications Ltd
Principal Product Manager	Product management, Data analysis, Analytics, Customer centric, Building...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Deputy Mgr/Asst. Mgr - Finance	Assistant Manager, Finance Manager, Financial planning, Financial analysis,...	Chennai	Resource Access Management Solutions Pvt. Ltd.
V123: Data Scientist	SQL, Agile, Scrum, Data analysis, Machine learning, Diagnostics...	Not Specified	QSSOT PVT LTD
Data Scientist	analytical, project management, analytics, project, senior level...	Chennai	Rinalytics Advisors Pvt. Ltd
Sr. Consultant- Bureau Analytics	mba, financial services, development, team management, bfsi...	Bengaluru, Bengaluru / Bangalore	Equifax Credit Information Services Pvt Ltd
Marketing manager	troubleshooting, google analytics, email marketing, customer retention...	Jalandhar	Abhi Placements
Data Scientist	analytics, sas, predictive modeling, machine learning, neural networks...	Bengaluru, Chennai, Hyderabad	Rinalytics Advisors Pvt. Ltd
Chief Manager  u2013 Talent Acquisition	Talent acquisition, Staffing, Networking, MS Office, Procurement, Analytics...	Gurgaon	Decon Management Services Pvt. Ltd
Key Account Manager	SEO, Digital marketing, SEM, Content writing, Account management, SMO...	Bengaluru	Digicliff Solutions Pvt Ltd
Manager/ Sr. Manager Program	Manager, Sr. Manager Program, business development , customer service , crm...	Bengaluru	NetCarrots.com Pvt Ltd
Lead – Business intelligence and Analytics	operations, service, networking, automation, customer support, tools...	India	Virtela India Pvt. Ltd.
Manager Hiring & Onboarding ( 51731878 )	Analytics, Analytical, Team Building, Branding, Email, Troubleshooting...	Ahmedabad	Reliance Jio Infocomm Limited
Customer Success Manager, Europe	Presales, Service, Account management, Client management...	Hyderabad	Bidgely Technologies Private Limited
Customer Success Delivery Manager Bidgely	Service, Project management, Tools, Analytical, Acquisition, Analytics...	Hyderabad	Bidgely Technologies Private Limited
Mobile Apps Marketing Manager	digital marketing, market analysis, data analysis, mobile marketing...	Bengaluru	Zaakpay.com
Manager/  Sr. Manager Program	 development, crm, account management, strategic planning, analytical...	Noida, Bengaluru	NetCarrots.com Pvt Ltd
Senior Manager - Data Scientist	data science, Automation, Python, MSC, Analytics, Computer science...	Bengaluru	Fidelity Investments
Manager - Data Scientist	data science, Automation, Python, MSC, Analytics, Computer science...	Bengaluru	Fidelity Investments
Manager, Consumer Risk Management	Financial services, Portfolio management, Risk management, Analytics, SQL...	Bengaluru	PayPal Holdings, Inc.
Surveillance Data Analyst/ Data Scientist	Tools, Forecasting, Data management, SQLMATLAB, Python, Algorithms...	Pune	Ecofrost Technologies Pvt. Ltd.
Hadoop Data scientist	SQL, Python, Business intelligence, HTTP, CMMI, Analytics, Data analysis...	Bengaluru, karnataka	Macropace Technologies
Data Scientist	Data scientist, DATA ANALYTICS, Linear Regression, GLM, GAM...	Bengaluru	HR Devi and Associates
Manager - Collections, COE - Business Intelligence	SQL, SSIS, Business intelligence, SSRS, Analytics, Data management, Tools...	Pune	Bajaj Finserv Lending Ltd
Manager	, tools, analytical, analytics, monitoring, , tracking, matlab...	Hyderabad	Meritus Intelytics Private Limited
SEO Manager(Exp. 2-4 years	Analytics, PPC, SEO Lead, Site analysis, Management, Archiving, Agency...	Chandigarh	Trade Myntra
Product Marketing Manager India (f/m)	Product marketing, Project management, Product management, Tools...	Gurgaon	audibene GmbH
MANAGER - ENERGY OPERATIONS	Presales, Pumps, Project management, Tools, Analytical, Sensors, Analytics,...	Noida	AllGreen Ecotech Solutions Pvt. Ltd.
Manager Risk	consulting, analytics, operations research, risk analytics, mining...	Mumbai, Pune	Rinalytics Advisors Pvt. Ltd
Senior Manager Business Intelligence	mba, financial services, bfsi, tools, business strategy...	Mumbai, Pune	Rinalytics Advisors Pvt. Ltd
SENIOR PROCESS MANAGER	Financial analysis, Cash flow, Financial services, Risk analytics...	Mumbai	ECPS PVT. LT
HR MANAGER	HR Manager, Staffing, attrition, Debugging, Training and Development, Word,...	Bengaluru	ECPS PVT. LT
ACCOUNTS MANAGER	Accounts Manager, KPO, Analytics, Balance Sheet, Expense management...	Mumbai	ECPS PVT. LT
Senior Product Manager	Tools, Engineering Design, Executive management, Data analytics, Management...	Gurgaon	Zomato.com
Senior Product Manager	Tools, Engineering Design, Executive management, Data analytics, Management...	Gurgaon	Ikigai Infotech LLP
IT Architects / Sr. Technology Managers	international business, automation, software development, web analytics...	Kolkata	Mapps IT Services Pvt Ltd
Manager/ Sr. Manager Program	Business Development Manager, CRM, Account management, Cross selling...	Bengaluru, Mumbai, Noida, Delhi	NetCarrots.com Pvt Ltd
Senior Analytics Consultant (T7)	Analytics, SAS, SPSS, Operations research, Regression...	India	Principal Global Services Pvt Ltd
Group Manager / AGM - Business Partner	Recruitment, Performance management, Succession planning, Analytics...	Noida	ANRI Solutions HR Services Pvt. Ltd
Data Scientist	SQL, Forecasting, Data management, MATLABPythonAlgorithms...	Pune	Ecofrost Technologies Pvt. Ltd.
Sr. Product Manager, Mobile	stores, product managementwebsite, analytics, competitive analysis, android...	Bengaluru	UrbanPro.com
LS - Project Manager	pharma, team management, consulting, product development, analytical...	Gurgaon	Smartanalyst India Pvt Ltd
consultant – google analytics	airlines, website, php, passionate, javascript, wordpress, google analytics...	Kolkata	Happy Marketer Private Ltd
Search Engine Manager SEM	bidding, analytical, sem, problem solving, web analytics, optimization...	Mumbai, Delhi	Resultrix
Senior Product Manager Credit Product Management	Product management, Credit Manager, Senior, Financial services...	Bengaluru	Yoodle
Paid Search Manager	SEO, SEM, Tools, Google Analytics, Google AdWords, Web marketing...	Noida, Greater Noida	kaunsa.com
Mobile Apps Marketing Manager	digital marketing, market analysis, data analysis, mobile marketing...	Delhi	ZAAKPAY
Search Engine Manager - SEM	SEM, PPC, HTML, Bidding, Google Analytics, Web analytics, Analytical, XHTML...	Mumbai, Delhi	RESULTRIX
Data Scientist	Python, Workflow, Computer science, Machine learning, Tools, Analytical...	Bengaluru	TALENT ZONE CONSULTANT
Product / Associate Product Manager	Market research, Stores, Business Analyst, Product management, Analytics...	Mumbai	CouponDunia
Program Manager - Business Quality	Team management, Analytics, Auditing, Project management, Budgeting...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Data Scientist	Analytical, Coding, Analytics, Machine learning, Business operations, Tools...	Kolkata	PricewaterhouseCoopers Service Delivery Center Kol
Product Manager	Sustainability, Manager Quality Assurance, Logistics, Software...	Chennai	Trimble Information Technologies India Pvt Ltd
Manager - Information Systems	Recruitment, Team management, Client management, Product marketing...	Indore, Mumbai, Ajmer, Udaipur, Delhi	Educate Girls
Senior Consultant,    Insurance Analytics	pricing, analytical, analytics, sas, claims, underwriting, life cycle...	Gurgaon	Fractal Analytics Ltd
Senior Product Manager	Product management, Data analysis, Analytics, Customer centric, Building...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Engineering Manager : Software Products Co	telecom, product development, co, academic, strong communication...	Delhi	Dev Solutions
Product Manager	Logistics, Product management, Backend, Conceptualization, Data analytics...	Bengaluru	Zyoin Web Private Limited
Digital Services Analyst Manager	Senior Analyst, SEO, Internet marketing, PPC, Analytics, Social media...	Panjim	Webware.io
Senior Product Manager -Credit Product Management	Product management, Market analysis, English, Analytics, Underwriting...	Bengaluru	Yodlee Infotech Private Limited
MANAGER -  ENERGY OPERATIONS	pre sales, operations, networking, pumps, project management, commissioning...	Noida	ALLGREEN ECOTECH SOLUTIONS PVT. LTD
Manager - Digital Sales	Ad sales, Key account management, Healthcare, Analytical, closure...	Faridabad, Delhi	Lybrate
Online Product Manager	Product management, Tools, Analytical, Analytics, Front end, Usage, Doc...	Pune	HOLIDAYME
Data scientist	PHP, Javascript, MySQL, MS SQL, Business intelligence, Consulting...	Kochi	Avazzar Consulting Pvt Ltd.
Senior Manager - Finance	ERP, Sales promotion, Stores, SAP, Tools, Oracle, Analytics...	Gurgaon	Grofers
Manager	Loans, Service, Analytics, Financial analysis, NSE, Bonds, Credit rating...	Mumbai	S&P; Global Inc.
Associate Consultant Analytics	Insurance Consulting, Budget development, project planning...	Pune	Wipro Limited
DATA SCIENTIST	Email, Data mining, Venture capital, Computer science, Silicon...	Hyderabad	Simility
Data Scientist	Analytical, Data mining, Business analytics, Machine learning, Graph...	Gurgaon	Synaptic
Manager/ Sr. Manager Program	crm, analytical, analytics, people management, time management skills...	Bengaluru	NetCarrots.com Pvt Ltd
Sr Manager	Business planning, Analytics, Budgeting, Financial planning...	Pune	Vodafone India Limited
Data Scientist	Tools, Forecasting, Data management, SQL, Computer science, MATLAB, Python,...	Pune	Ecofrost Technologies Pvt. Ltd.
Software Engineering - Manager	Product management, Coaching, Software design, Computer science, FICO...	India	FICO
Pre Sales Manager Europe	Presales, Product management, Analytical, Analytics, Customer interaction...	Hyderabad	Bidgely Technologies Private Limited
Sales Operationsstrategy Manager	CRM, Direct selling, Staffing, Machinery, Analytical, Investment banking...	Hyderabad	Bidgely Technologies Private Limited
Category Manager	FMCG, Product marketing, Analytics, Consulting, Analytical...	Delhi	ANI Technologies Pvt Ltd (Olacabs)
Manager, Business Applications	Business applications, Business Manager, Business intelligence...	Bengaluru	Tegile Systems
A Data Scientists	Data analysis, SAS, Linux, Data mining, Business analytics...	Pune	CareerXperts Consulting
Data Analytics - Senior Consultant	Python, SAS, SPSS, Machine learning, Tools, Regression, Operations research...	not specified	Principal Global Services Pvt Ltd
LS -  Project Manager	pharma, team management, consulting, project management, analytical...	Gurgaon	Smartanalyst India Pvt Ltd
LS -  Senior/ Research Manager	pharma, pharmaceutical, consulting, oncology, analytical, life sciences...	Gurgaon	Smartanalyst India Pvt Ltd
Engineering Manager	NBFC, Analytical, Analytics, Open source, Strategic thinking...	Delhi	CareerXperts Consulting
Data Scientist	Python, Open source, Algorithms, Data analysis, Data mining, Layout...	Bengaluru	DataXylo
Deputy manager,	Deputy manager, , analytics, sas, spss, operations, research , analytical...	Bengaluru, karnataka	Vodafone India Limited
Data Scientist Skills	Business analytics, Machine learning, RDBMS, Analytical skills...	Mumbai	TECHCANVASS
Analytics Lead, Financial Analytics	risk management, sas, development, sql, forecasting, analytical, monitoring...	Bengaluru, Bengaluru / Bangalore	Fractal Analytics Ltd
Analytics Lead,    Risk Analytics	operational risk, risk analytics, modeling, market risk, monitoring, co...	Bengaluru	Fractal Analytics Ltd
Manager Business Applications	Business applications, Business Manager, Business intelligence...	Bengaluru	WESTERN DIGITAL CORPORATION
Media Sales Manager	Media sales, Presales, Digital media, Web analytics, English, Copy Editor...	Bengaluru	Boring Brands
Chief Data Scientist - Retail/CPG/FMCG	FMCG, Retail, Analytical, SAS, Intellectual property, Analytics, SPSS...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Search Engine Manager - SEM	bidding, analytical, sem, ppc, problem solving, web analytics, optimization...	Delhi, Mumbai	Resultrix
Senior Manager, Digital Marketing	Digital marketing, Social media, Service, Email marketing, Analytics...	Bengaluru	instartlogic
Product Manager / Growth Hacker	SQL, Automation, Bfsi, Google Analytics, Digital marketing...	Mumbai	Heartface
Senior Manager – Product Management | Uniphore	Product management, Product Manager, Senior, Financial services, Post sales...	Chennai	Uniphore
Sr. Product Manager,   Mobile	stores, btech, product management, analytics, competitive analysis, android...	Bengaluru	Urbanpro.com
PPC/Adwords Manager	SEO, Analytical, Digital marketing, Social media, German, French, PPC...	Mohali	Webguruz Technologies Private Limited
Business Development Manager	Consulting, Business Analyst, Business planning, Market intelligence...	Mumbai	Media Agility
Product Manager- Platform	Service, Analytical, Business intelligence, Analytics...	Bengaluru	NUMERIFY, INC.
Product Manager	Analytics, Cards, Coding, Tracking, Product design, Usage, VISIO...	Bengaluru	ZETA MAINFOREST
Principal Product Manager	Product management, Data analysis, Analytics, UX, Customer centric...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Jobs For HR In Noida - HR Manager	HR Manager, Staffing, Industrial relations, Analytics...	Noida, Delhi	Right Step Consulting
Manager-  CRM	operations, crm, analytics, data analysis, process improvement, workflow...	Noida	Prateek Group
Business Development Manager - US Staffing	Solution sales, SAP, Sales process, SMB, closure, it outsourcing...	Delhi, Noida	MARS Solutions Group
Manager	Analytics, Data analysis, Data management, SQL, Client management, ERP...	Ahmedabad, Bengaluru, Chennai, Delhi, Hyderabad, Kolkata, Mumbai, Pune	KPMG
Assistant Manager / Manager - Black Belt	Technical skills, Project management, Analytics, Data analysis...	Mumbai	Epicenter Technologies Pvt. Ltd.
Manager- CRM	operations, crm, analytics, customer relationship, process improvement...	Noida	Prateek Group
Technical Engineering Manager Data Center Automation	Technical skills, Networking, Automation, Workflow, Scrum, Analytics...	Bengaluru, Mumbai	RESOURCE WEAVER HR CONSULTING PVT LTD
Sr. Manager, Product Management	Product management, Analytics, Usage, Analytical, Customer engagement...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Paid Search Manager	SEO, SEM, Tools, Google Analytics, Google AdWords, Web marketing...	Noida	kaunsa.com
Senior Engg.-Data Scientist Distributed Energy Resource Analytics	Senior, Consulting, Analytics, MS Office, Analytical...	Delhi	ICF International, Inc.
Data Scientist	SQL, Clinical research, Medical, Data analytics, Medical imaging, Focus...	Delhi	Mahajan Imaging
Category Manager	relationship management, apparel, stores, merchandising, data analysis...	Bengaluru	Landmark Worldwide LLC
Media Sales Manager	Ad sales, Branding, Analytical, Web analytics, Strong analytical skills...	Bengaluru	YourStory Media Pvt. Ltd.
Associate Manager - Telugu Programming	Programming, Associate, Service, Data analysis, Analytics, Facebook...	Mumbai	Saavn, LLC
Marketing Manager	 development, market research, branding, project management...	Gurgaon	TALENTUM LABS
Account Managers	 development, e commerce, data analytics, account, retail, smart, network...	Mumbai	Confluence Consulting (I) Pvt Ltd
Sr. Product Manager,  Mobile	stores, btech, product management, , analytics, competitive analysis...	Bengaluru	Urbanpro.com
SEO Manager	SEO, PPC, SMO, Link building, Google Analytics, Social bookmarking...	Delhi	Axis Softech Private Limited
Client Services Account Manager	Customer service, Customer support, CRM, Analytics, Business analysis...	Mumbai	CRISIL
Account Manager - OTA	Online sales, Sales operations, Operations, Travel Agent, Monitor...	Bengaluru	treebohotels
Client-Services-Account-Manager	Customer service, Customer support, CRM, Analytics, Business analysis...	Mumbai, Thane	S&P; Global Inc.
Assistant Manager	Portfolio management, Risk management, Service, Analytics, Auditing...	Chennai	Yes Bank Ltd
Associate Consultant Analytics	Business analysis, Business analytics, English language...	Bengaluru	Wipro InfoTech
Customer Success Manager	Presales, Service, Account management, Client management...	Hyderabad	Bidgely Technologies Private Limited
SEO Manager	SEO, CRM, Tools, Strategic planning, Social media, Data analysis...	Mohali	WizIQ Inc.
Data Scientist	SQL, Python, Algorithms, MATLAB, Data management, Computer science, Tools...	Pune	Ecofrost Technologies Pvt. Ltd.
Business Development Manager - US Staffing	Solution sales, SAP, Sales process, SMB, closure, it outsourcing...	Mumbai, Pune	MARS Solutions Group
Senior Manager - Enterprise Application Business Analysis - Insurance	Business analysis, Insurance, Application, Project management, Flex...	Bengaluru	Flex-i Partners
ONLINE MARKETING MANAGER	Online marketing, SEO, Internet marketing, Marketing strategy, Social media...	Panjim	Webware.io
Data scientist	Python, Data analysis, Visualization, data visualization, big data, Product...	not specified	Gramener
E Commerce Marketing Manager (KA - MM)	Direct marketing, SEO, Social media, PPC, Data analysis, Email...	Bengaluru	Secretary Service
IT Architects / Sr.  Technology Managers	international business, automation, software development, web analytics...	Bengaluru, Bengaluru / Bangalore	Mapps IT Services Pvt Ltd
Mobile Apps Marketing Manager	tools, digital marketing, market analysis, data analysis, mobile marketing,...	Gurgaon	Zaakpay.com.
City Sales Manager	operations, account management, analytical, information technology...	Mumbai, Bengaluru	T & A Solutions
SEO Manager	SEO, SMO, Team management, Social media, Web analytics, Digital marketing...	Pune	Rank Uno Interactive Technologies Pvt Ltd
Assistant Product Manager in Mumbai	Service, Market research, Instrumentation, Business Analyst...	Mumbai	Smart4talent
Senior Manager - Healthcare Consulting and Risk Stratification 	healthcare consulting, Senior, Risk, Manager Quality Assurance, Analytics...	Hyderabad	United Health Group Information Services Pvt. Ltd.
Manager Commercial ( 53754835 )	Analytics, Reconciliation, Analytical, Troubleshooting...	Mumbai	Reliance Jio Infocomm Limited
Assistant Manager	seo, digital marketing, social media, sem, analytics, campaign management...	Mumbai	Future Group
Senior Engineer I, Data Scientist	Financial services, SQL, Flex, Tools, big data, Team Building...	Hyderabad	Invesco (Hyderabad) Pvt Ltd
Data Scientist	data science, Analytics, Monitoring, Javascript, Analytical...	Pune	AgroStar
IT Architects / Sr. Technology Managers	Analytical, Web analytics, marketing automation, Development Lead, Sharing,...	Kolkata	Mapps IT Services Pvt Ltd
Product Manager	Logistics, Product management, Backend, Conceptualization, Qualitative...	Gurgaon	Zyoin Web Pvt.Ltd
Assistant Manager	seo, digital marketing, social media, sem, analytics, campaign management...	Mumbai	Future Group
Asst. Manager- mobile marketing	Technical, Online marketing, Product management, Product marketing, Tools...	Delhi	FERNS N PETALS
Product Manager (Electric Vehicles)	CRM, Analytics, pricing strategy, Evaluation, Competitor analysis...	Pune	AMS Human Resources Pvt. Ltd
Manager - Growth & External Alliances	Online sales, Accessories, Analytical, Customer acquisition...	Bengaluru	Flipkart
Data Scientist	Data Scientist, analytics, sas, product development , spss, clustering...	Bengaluru	Educational Initiatives Pvt. Ltd.
Sr Manager - Risk Management	underwriting, portfolio management, risk management, analytics, modeling...	Delhi, Delhi	ASSURE CONSULTING SERVICES PRIVATE LIMITED
Quality Program Manager	Project management, Manager Quality Assurance, Service, Analytics...	Hyderabad	Amazon India Software Dev Centre Pvt Ltd
Analytics Lead	analytics, analytical, validation, data, solution development...	Mumbai, maharashtra	Fractal Analytics Ltd
Machine Analytics Consultant	Consulting, Forecasting, Data mining, Analytical, Team management...	Bhubaneshwar	Arrelic Reliability Private Limited
Technical Project Manager	Technical, Service, Tools, System integration, Analytical...	Noida	Nokia Solutions and Networks India (P)Ltd.
Technical Project Manager	Technical, Service, Tools, System integration, Analytical...	Chennai	Nokia Solutions and Networks India (P)Ltd.
Chief/Lead Data Scientist- NLP	Analytics, Data mining, Machine learning, Econometrics, MSC, Statistics...	Hyderabad, Pune, Bengaluru	Rinalytics Advisors Pvt. Ltd
Lead  Web Analytics	Tools, Adobe, Web analytics, Google Analytics, Data analysis, Monitor...	Mumbai	BOOKMYSHOW
Asst. Manager / Manager Project.	Financial analysis, Industry research, Procurement, Risk analytics...	Gurgaon	V- Konnect Associates
Tele- Renewal Manager	sales, telesales, cross selling, customer satisfaction...	Mumbai	NeoGrowth Credit Pvt. Ltd.
Associate Engagement Manager - New Opening	Technical skills, Service, Analytics, SAS, SQL, KPO, Business Analyst...	Location: India	DenuoSource. LLC
Manager - Business Development (106931)	Online sales, Appliances, Analytical, Analytics, Monitoring...	Bengaluru	Flipkart
Senior Manager - LockIn (103322)	Analytical, Cdo, Marketing analytics, customer loyalty, Presentation skills...	Bengaluru	Flipkart
Product Manager (Marketing)	Service, Market research, Branding, Product marketing, Analytical...	Pune	UBISOFT Entertainment India Pvt. Ltd.
SEO MANAGER	PPC, Analytics, Site analysis, SEO Lead, Management, Archiving, Agency...	Chandigarh	Piegon Media Pvt.Ltd
Data Scientist	Tools, Analytical, Analytics, SQL, Usage, Machine learning, Python...	Mumbai	WebEngage
Business Intelligence Project Manager	RFP, RFQ, Analytical, Business intelligence, Career development...	Pune	Centurysoft
Manager-  CRM	operations, crm, analytics, data analysis, process improvement, workflow...	Noida	Prateek Group
Manager/ Sr. Manager Program	CRM, Account management, Analytical, Business strategy, Analytics, cxo, Key...	Bengaluru, Mumbai, Noida, Delhi	NetCarrots.com Pvt Ltd
Operations Manager 3	Reconciliation, Analytics, Auditing, Financial services, Change management,...	Bengaluru	Wells Fargo India Solutions Pvt. Ltd.
Associate Consultant Analytics	SAS, Data modeling, Business analysis, Tools, Business analytics...	Gautam Buddha Nagar	Wipro InfoTech
Business Development Manager	crm, account management, networking, analytical, lan, web development...	Delhi	Sepal Technologies Pvt. Ltd.
SEO Specialist / Manager	Internet marketing, SEO, Tools, Analytical, Social media, Ideas, metadata...	Thane	Dongre Technoquip Pvt. Ltd.
Manager/ Sr. Manager Program	Business Development Manager, CRM, Account management, Cross selling...	Delhi, Bengaluru	NetCarrots.com Pvt Ltd
Manager - Content Marketing | Careers | ValueMomentum	content marketing, Content Manager, Digital marketing, Social media...	Hyderabad	Value Momentum Software Services
Manager	Trade sales, Sales Head, Financial services, RFP, Monitoring...	Mumbai	Yes Bank Ltd
Engagement Manager - Consulting & Strategy - New Opening	Technical skills, Service, Analytics, KPO, SPSS, Manager Quality Assurance,...	India	DenuoSource. LLC
APJ Print Category Operations Manager	Operations Manager, Analytical, Business intelligence, Analytics, Policies,...	Bengaluru	HP
Analytics Lead	Data mining, Python, Data analysis, Tools, Coaching, Group, Analytics...	Gurgaon, Mumbai	TransOrg Analytics
Manager/  Sr. Manager Program	 development, operations, crm, account management, cross selling, strategic...	Bengaluru	NetCarrots.com Pvt. Ltd
Product Manager-  web products or ecommerce	user interface, product management, usability, web analytics...	Bengaluru	Assure Consulting Services Private Limited
Associate Consultant Analytics	Oracle, SAS, Data modeling, Business analysis, Telecommunication...	Mumbai	Wipro InfoTech
Strategic Marketing Manager, Food & Beverage	Strategic marketing, Instrumentation, Market development, Tools, Analytical...	Mumbai	Thermo Fisher Scientific India Pvt Ltd
Sr. Community Manager	Tools, Social media, SMS, Analytics, Taxation, Equipment maintenance...	Noida	Recapital
Sr. Technical Product Manager	Customer service, Relationship management, Analytics, Financial services...	Bengaluru	Visa Inc
Data Scientist	Analytics, SAS, SPSS, Analytical, Continuous improvement, MATLAB...	Bengaluru	Educational Initiatives Pvt. Ltd.
Talent Analytics Lead	Cards, Business Executive, Report generation, Analytics Lead...	Not Specified	Cross-Tab
Manager/  Sr. Manager Program	 development, , , crm, account management, cross selling...	Bengaluru	NetCarrots.com Pvt Ltd
Account Managers	business development, data analytics, account, e commerce, network...	Mumbai	Confluence Consulting (I) Pvt Ltd
Manager Engineering	Team Building, Operations, Online advertising, Web services, Algorithms...	Pune	Praxis Consultants
Chief Data Scientist	Analytical, Intellectual property, Analytics, Machine learning, Email...	Hyderabad	Rinalytics Advisors Pvt. Ltd
Business Development Manager	crm, account management, networking, travel, analytical, web development...	Delhi	Sepal Technologies Private Limited
Digital Marketing Manager	digital marketing, budgeting, affiliate marketing, facebook...	Bengaluru	Thrillophilia
Sr. Technology Managers	development, international business, automation, analytical, web analytics,...	Kolkata	Mapps IT Services Pvt Ltd
Search Engine Manager -  SEM	bidding, analytical, sem, ppc, web analytics, optimization, analytics...	Delhi, Mumbai	Resultrix
IT Architects /  Sr. Technology Managers	product management, analysis, software development, process, operational...	Kolkata, Kolkata	Mapps It Services Pvt. Ltd
Manager/ Sr. Manager Program	Manager Sr. Manager Program, business development , customer Service , crm,...	Bengaluru	NetCarrots.com Pvt Ltd
Manager-  CRM	operations, crm, analytics, data analysis, customer relationship...	Noida	Prateek Group
Account Managers	business development, e commerce, data analytics, account, network...	Mumbai, Mumbai	Confluence Consulting (I) Pvt Ltd
Data Scientist	Analytical, Analytics, SAS, SPSS, MATLAB, Machine learning, Python...	Bengaluru	Educational Initiatives Pvt. Ltd.
Head Planning - Apparel Ladies DGM	people management, business analytics, retail planning, head planning...	Bengaluru	Lifestyle International Pvt. Ltd.
Red Fuse| Manager- Media Strategy & Insights	FMCG, Media planning, Analytics, Campaign management, Client management...	Mumbai	GroupM Media India Private Ltd.
Enterprise Priority Support Manager	Support, Service, Tools, Relationship building, Product support, English...	Bengaluru	Autodesk India Pvt Ltd
Associate Consultant Analytics	Customer Service, Help Desk, Information, Telephony support...	Pune	Wipro Limited
Assistant Clinical Data Manager	Clinical research, Nursing, Clinical trials, Manager Quality Control...	Bengaluru	IQVIA
Mgr, CDM	Typing, Healthcare, Clinical data management, Recruitment, Analytics...	Thane	IQVIA
Clinical Project Manager	Project management, IMS, Analytics, Information technology, Healthcare...	Bengaluru	IQVIA
Sr Clinical Project Manager	Project management, Manager Quality Assurance, IMS, Analytics...	Bengaluru	IQVIA
Manager - Validation & Testing, India IT	Project management, HR, IMS, Scrum, Consulting, Analytics...	Thane	IQVIA
Project Manager	IMS, Analytics, Information technology, Healthcare, MS Office, Social media...	Bengaluru	IQVIA
Assistant Clinical Data Manager	Healthcare, Nursing, Clinical trials, Manager Quality Control...	Bengaluru	IQVIA
Manager,CPM	Clinical research, Healthcare, Life sciences, Project management, Analytics...	Bengaluru	IQVIA
Associate Manager, Clinical DataManagement	Associate, IMS, Database design, Analytics, Information technology...	Ahmedabad	IQVIA
Associate Manager CDM	Channel Development Manager, Associate, IMS, Analytics...	Thane	IQVIA
Manager, Statistical Programming	SAS, HR, IMS, Analytics, Information technology, Healthcare, Social media...	Bengaluru	IQVIA
Associate Manager, Operations Team	IMS, Analytics, Information technology, Healthcare, Change management, Risk...	Bengaluru	IQVIA
Assistant Manager, Clinical GDN	IMS, Analytics, Information technology, Healthcare, Social media...	Bengaluru	IQVIA
Mgr, CDM	Typing, Healthcare, Clinical data management, Recruitment, Analytics...	Bengaluru	IQVIA
Project Manager	IMS, Analytics, Information technology, Healthcare, MS Office, Social media...	Thane	IQVIA
Manager, Clinical Data Management	IMS, Analytics, Information technology, Healthcare, Recruitment...	Bengaluru	IQVIA
Clinical Data Manager	Healthcare, Nursing, Clinical trials, Manager Quality Control...	Bengaluru	IQVIA
Assistant Clinical Data Manager	Healthcare, Clinical data management, Data management, Customer service...	Bengaluru	IQVIA
Product Manager	Project management, Product management, Tools, Team Building, English...	Bengaluru	Rakuten, Inc.
Business Analyst/functional Analyst - Testing	User Stories, Business Requirement Analysis, Functional Analysis, UAT...	Bengaluru	Premium
Associate Consultant Analytics	Information technology, Business Analysts, Architects, Lead Developers...	Bengaluru	Wipro Limited
Project Manager	Project management, Teradata, Business intelligence, Agile, PMP, Scrum...	Pune	teradata corporation s
Business Operations Manager -  Websites	Digital marketing, Business operations, Analytics, Policies, Operations...	Pune	Sokrati
Product Manager	Healthcare, Consulting, Product management, Managed services, Outsourcing...	Bengaluru	IBM India Pvt. Limited
SEO MANAGER	SEO, Facebook, HTML, Link building, BASIC, Google Webmaster tools...	Ahmedabad	Zeefalls Tech Solutions
Marketing Manager	Online marketing, Social media, CRM, Marketing strategy, Email marketing...	Delhi	Amazon India Software Dev Centre Pvt Ltd
Manager I, Project Management	Project management, Automation, Service, Analytics, Healthcare...	India	Conduent
Manager I, IM Architecture	Automation, Service, Analytics, Healthcare, Business process, Policies...	Noida	Conduent
Sr. Product Manager	Market research, Stores, Business Analyst, Product management, Analytics...	Mumbai	CouponDunia
