Job_Name,Organization,Location,Skillset,Skillset_list
Software Engineer - Machine Learning,Affinity Global Inc,Mumbai,"machinelearning,software,automation,tools,businessintelligence","['machinelearning', 'software', 'automation', 'tools', 'businessintelligence']"
Business Analyst/  Sr. Business Analyst  Analytics,Hansa Customer Equity Pvt. Ltd.,Mumbai,"events,projectmanagement,analytics,process,sql,rdbms,predictive","['events', 'projectmanagement', 'analytics', 'process', 'sql', 'rdbms', 'predictive']"
Opening For Business Analyst | Haptik,"Haptik, Inc.",Mumbai,"businessanalyst,consulting,automation,tools,dataanalysis,mysql","['businessanalyst', 'consulting', 'automation', 'tools', 'dataanalysis', 'mysql']"
Jr Business Analyst/Analyst,MachinePulse Tech Pvt. Ltd.,Mumbai,"sql,xml,python,json,datamining,machinelearning,tools,regression","['sql', 'xml', 'python', 'json', 'datamining', 'machinelearning', 'tools', 'regression']"
Business Analyst/Sr. Analyst,Covacsis Technologies Pvt. Ltd.,"Mumbai, Mumbai","development,dataanalysis,modeling,quantitative,monitoring","['development', 'dataanalysis', 'modeling', 'quantitative', 'monitoring']"
Business Analyst,"Gracenote, Inc.",Mumbai,"technicalskills,education,sql,agile,businessanalysis","['technicalskills', 'education', 'sql', 'agile', 'businessanalysis']"
Business Analyst  - IT,HR INC CONSULTANTS,Mumbai,"operations,development,projectmanagement,dataanalysis,vmware","['operations', 'development', 'projectmanagement', 'dataanalysis', 'vmware']"
BUSINESS ANALYST,ECPS PVT. LT,Mumbai,"bpo,ites,businessanalyst,projectmanagement,analytics,datamanagement","['bpo', 'ites', 'businessanalyst', 'projectmanagement', 'analytics', 'datamanagement']"
Senior Business Analyst Insurance domain,itForte Staffing Services Private Ltd.,"Mumbai, Chennai","sql,sas,applicationdevelopment,sdlc,modeling,testscripts,testdata,","['sql', 'sas', 'applicationdevelopment', 'sdlc', 'modeling', 'testscripts', 'testdata', '']"
Business Analyst,Synergy Technology Services Pvt. Ltd.,Mumbai,"businessanalyst,tools,analytical,forecasting,dataanalysis","['businessanalyst', 'tools', 'analytical', 'forecasting', 'dataanalysis']"
Business Analyst,Squircle IT Consulting Services Pvt Ltd,Mumbai,"sql,pivottable,informatica,charts,businessdataanalyst,metadata","['sql', 'pivottable', 'informatica', 'charts', 'businessdataanalyst', 'metadata']"
Business Analyst,Squircle IT Consulting Services Pvt Ltd,Mumbai,"businessanalysis,businessanalyst,capitalmarket,regression,analytical","['businessanalysis', 'businessanalyst', 'capitalmarket', 'regression', 'analytical']"
Business Analyst,Risk Advisors Inc.,Mumbai,"businessanalyst,risk,riskmanagement,analytics,privateequity","['businessanalyst', 'risk', 'riskmanagement', 'analytics', 'privateequity']"
Business Systems Analyst,Bnp Paribas,Mumbai,"technicalskills,sql,informatica,businessintelligence,dataanalysis","['technicalskills', 'sql', 'informatica', 'businessintelligence', 'dataanalysis']"
Business Analyst ll Software,W Travel,Mumbai,"erp,msdatamanagement,mis,reports,hrpolicies,recruitment","['erp', 'msdatamanagement', 'mis', 'reports', 'hrpolicies', 'recruitment']"
Business System Analyst,RATEIN INFOTECH (I) PVT. LTD.,Mumbai,"businesssystemanalyst,sql,informatica,dataanalysis,metadata","['businesssystemanalyst', 'sql', 'informatica', 'dataanalysis', 'metadata']"
Business Analyst,Calypso Technology India Pvt. Ltd.,Mumbai,"businessanalyst,san,businessanalysis,service,riskmanagement","['businessanalyst', 'san', 'businessanalysis', 'service', 'riskmanagement']"
Senior Business Analyst,itForte Staffing Services Private Ltd.,"Mumbai, Chennai","sas,applicationdevelopment,sdlc,modeling,testscripts,testdata","['sas', 'applicationdevelopment', 'sdlc', 'modeling', 'testscripts', 'testdata']"
Business Analyst/ Sr. Analyst,Covacsis Technologies Pvt. Ltd.,Mumbai,"development,dataanalysis,monitoring,modeling,methods","['development', 'dataanalysis', 'monitoring', 'modeling', 'methods']"
Business Analyst/Sr. Analyst,COVACSIS Technologies Pvt Ltd,Mumbai,"development,dataanalysis,monitoring,modeling,methods","['development', 'dataanalysis', 'monitoring', 'modeling', 'methods']"
Business Analysts,InI Consulting Pvt. Ltd,Mumbai,"operations,projectmanagement,analytical,datacollection","['operations', 'projectmanagement', 'analytical', 'datacollection']"
Business Analysts,InI Consulting Pvt. Ltd,Mumbai,"operations,projectmanagement,datacollection,ability,projectschedules","['operations', 'projectmanagement', 'datacollection', 'ability', 'projectschedules']"
Senior Business Analyst,itForte Staffing Services Private Ltd.,"Chennai, Mumbai","sas,applicationdevelopment,sdlc,businessanalysis,modeling","['sas', 'applicationdevelopment', 'sdlc', 'businessanalysis', 'modeling']"
Business Analyst/ Sr. Analyst,COVACSIS Technologies Pvt Ltd,Mumbai,"development,dataanalysis,modeling,analysis,quantitative,monitoring","['development', 'dataanalysis', 'modeling', 'analysis', 'quantitative', 'monitoring']"
SR. BUSINESS ANALYST,ECPS PVT. LT,Mumbai,"talentacquisition,hris,costing,medicaltranscription","['talentacquisition', 'hris', 'costing', 'medicaltranscription']"
Murex Business Analyst,INSIGHTS INDIA RELATIONSHIP MANAGEMENT SERVICES PVT. LTD,Mumbai,"xml,plsql,murex,businessanalyst,feeders,aspnet,architecturaldesign","['xml', 'plsql', 'murex', 'businessanalyst', 'feeders', 'aspnet', 'architecturaldesign']"
Murex Business Analyst,Insights India Relationship Management Services Pvt. Ltd,Mumbai,"sql,xml,jsp,murex,comp,businessanalyst,aspnet,net,feeders","['sql', 'xml', 'jsp', 'murex', 'comp', 'businessanalyst', 'aspnet', 'net', 'feeders']"
Urgent Opening for Solution Architect-decision Science,Lazzaro HR Solutions Pvt. Ltd.,Mumbai,"machinelearning,decisionscientist,datascience,datascientist","['machinelearning', 'decisionscientist', 'datascience', 'datascientist']"
Business Analyst | 1-6 Yrs | Leading B2C Portal | Navi Mumbai,PROWESS India Consulting Services,"Mumbai, Navi Mumbai","businessanalysis,technofunctional,requirementanalysis","['businessanalysis', 'technofunctional', 'requirementanalysis']"
Senior Manager Analytics,Social Wavelength,Mumbai,"marketresearch,projectmanagement,tools,businessintelligence","['marketresearch', 'projectmanagement', 'tools', 'businessintelligence']"
Sr. Product Engineer,Ugam Solutions,"Bengaluru, Mumbai","soa,xml,hibernate,sql,jms,ajax,jsp,ooad,uml,jquery","['soa', 'xml', 'hibernate', 'sql', 'jms', 'ajax', 'jsp', 'ooad', 'uml', 'jquery']"
Sr. Product Engineer,Ugam Solutions,"Bengaluru, Mumbai","technicalproductconfiguration,design,integrationphp,mysql,html,c","['technicalproductconfiguration', 'design', 'integrationphp', 'mysql', 'html', 'c']"
Big Data (Hadoop)- Solutions Architect / Technical Architect,Talent Toppers,Mumbai,"technicalarchitect,talent,c,sql,python,businessintelligence","['technicalarchitect', 'talent', 'c', 'sql', 'python', 'businessintelligence']"
Backend Developer,Adoro,"Mumbai, maharashtra","sql,html,mysql,android,photoshop,python,multithreading,agile,http","['sql', 'html', 'mysql', 'android', 'photoshop', 'python', 'multithreading', 'agile', 'http']"
Product Designer (UI/UX),Adoro,"Mumbai, maharashtra","sql,html,mysql,android,photoshop,python,multithreading,agile,http","['sql', 'html', 'mysql', 'android', 'photoshop', 'python', 'multithreading', 'agile', 'http']"
Senior Android Developer / Android Developer,Adoro,"Mumbai, maharashtra","sql,html,mysql,android,photoshop,python,multithreading,agile,http","['sql', 'html', 'mysql', 'android', 'photoshop', 'python', 'multithreading', 'agile', 'http']"
Computer Vision Specialist,Adoro,"Mumbai, maharashtra","sql,html,mysql,android,photoshop,python,multithreading,agile,http","['sql', 'html', 'mysql', 'android', 'photoshop', 'python', 'multithreading', 'agile', 'http']"
Business Analyst,InCred,"Delhi, Mumbai","businessanalyst,budgetdevelopment,projectplanning","['businessanalyst', 'budgetdevelopment', 'projectplanning']"
Manager - Group Analytics,PIRAMAL ENTERPRISES LTD,Mumbai,"analytical,analytics,logistics,machinelearning,algorithms,evaluation,","['analytical', 'analytics', 'logistics', 'machinelearning', 'algorithms', 'evaluation', '']"
DSS  SAP BI & Greenplum,TalentWorx,Mumbai,"java,sql,networking,projectmanagement,sapbi,sas","['java', 'sql', 'networking', 'projectmanagement', 'sapbi', 'sas']"
Business Analyst,Exponentia Datalabs Pvt. Ltd,Mumbai,"businessanalyst,tools,businessintelligence,analytics,email","['businessanalyst', 'tools', 'businessintelligence', 'analytics', 'email']"
Product Engineer,Ugam Solutions,"Bengaluru, Mumbai","sql,xml,hibernate,ajax,jsp,jquery,soa,uml,jsf,ooad","['sql', 'xml', 'hibernate', 'ajax', 'jsp', 'jquery', 'soa', 'uml', 'jsf', 'ooad']"
Full Stack Developer and DevOps Engineer -,Trusting Social,Mumbai,"telecom,automation,tools,microsoft,monitoring,frontend,linux,git","['telecom', 'automation', 'tools', 'microsoft', 'monitoring', 'frontend', 'linux', 'git']"
Country CEO -,Trusting Social,Mumbai,"supervisor,telecom,consulting,microsoft,consumerfinance","['supervisor', 'telecom', 'consulting', 'microsoft', 'consumerfinance']"
Head of Sales - - Fintech,Trusting Social,Mumbai,"telecom,microsoft,salesprocess,consumerfinance,venturecapital","['telecom', 'microsoft', 'salesprocess', 'consumerfinance', 'venturecapital']"
Product Engineer,Ugam Solutions,"Bengaluru, Mumbai","technicalproductconfiguration,design,integrationphp,mysql,html,c","['technicalproductconfiguration', 'design', 'integrationphp', 'mysql', 'html', 'c']"
"Business Analyst, costing, Mumbai (Andheri E), MNC company",Pasona India private Limited,Mumbai,"budgeting,forecasting,salesanalysis,accounting,finance","['budgeting', 'forecasting', 'salesanalysis', 'accounting', 'finance']"
Data Analysts,TECHCANVASS,Mumbai,"acquisition,sql,sas,pivottable,businessanalytics,trendanalysis","['acquisition', 'sql', 'sas', 'pivottable', 'businessanalytics', 'trendanalysis']"
Product Manager Subscriptions And Partnerships,"Saavn, LLC",Mumbai,"service,marketresearch,productmanagement,analytical,microsoft,market","['service', 'marketresearch', 'productmanagement', 'analytical', 'microsoft', 'market']"
Associate- Data Science India - GMG- Mumbai,JPMorgan Chase,Mumbai,"financialservices,tools,dataanalysis,analytics,datamanagement","['financialservices', 'tools', 'dataanalysis', 'analytics', 'datamanagement']"
Manager - Analytics,PIRAMAL ENTERPRISES LTD,Mumbai,"sas,dataanalysis,spss,logistics,financialservices,sql,analytical","['sas', 'dataanalysis', 'spss', 'logistics', 'financialservices', 'sql', 'analytical']"
Software Engineer Machine Learning,Affinity Global Inc.,Mumbai,"tools,businessintelligence,datamining,sql,computerscience","['tools', 'businessintelligence', 'datamining', 'sql', 'computerscience']"
Big Data Developer,Bigiota Analytics Pvt. Ltd.,Mumbai,"analytical,windows,analytics,sas,linux,unix,sql,qlikview,doc,rdbms","['analytical', 'windows', 'analytics', 'sas', 'linux', 'unix', 'sql', 'qlikview', 'doc', 'rdbms']"
Software Engineer - Product,quora,Mumbai,"productdevelopment,ideas,javascript,prototype,product,ideation","['productdevelopment', 'ideas', 'javascript', 'prototype', 'product', 'ideation']"
Employee,greenhandle products pvt. ltd,Mumbai,"time,packaging,tools,wholesale,socialmedia,backend,webdevelopment","['time', 'packaging', 'tools', 'wholesale', 'socialmedia', 'backend', 'webdevelopment']"
Growth Hacker,QUANTIPHI,Mumbai,"seo,tools,businessacquisition,php,facebook,html,googleanalytics","['seo', 'tools', 'businessacquisition', 'php', 'facebook', 'html', 'googleanalytics']"
Project Management,Exponentia Datalabs Pvt. Ltd,Mumbai,"projectmanagement,clientmanagement,nbfc,publishing,tools,analytical,","['projectmanagement', 'clientmanagement', 'nbfc', 'publishing', 'tools', 'analytical', '']"
Data Science Manager,quora,Mumbai,"events,productmanagement,tools,analytical,sourcing,conferences","['events', 'productmanagement', 'tools', 'analytical', 'sourcing', 'conferences']"
Sr. Product Engineer,Ugam Solutions,"Bengaluru, Mumbai","coordination,java,jee,soa,xml,hibernate,sql,jms,ajax","['coordination', 'java', 'jee', 'soa', 'xml', 'hibernate', 'sql', 'jms', 'ajax']"
Product Designer,quora,Mumbai,"javascript,development,android,python,designpatterns,server,forms","['javascript', 'development', 'android', 'python', 'designpatterns', 'server', 'forms']"
Data Science Manager,quora,Mumbai,"events,productdevelopment,productmanagement,tools,analytical","['events', 'productdevelopment', 'productmanagement', 'tools', 'analytical']"
Android Developer,Superdoc App,Mumbai,"android,agile,scrum,analytics,tools,ux,tracking,github","['android', 'agile', 'scrum', 'analytics', 'tools', 'ux', 'tracking', 'github']"
Tech Recuriter,Space Consultants,Mumbai,"technicalproductconfiguration,design,integrationphp,mysql,html,c","['technicalproductconfiguration', 'design', 'integrationphp', 'mysql', 'html', 'c']"
Urgent Openings For A Broking firm For Business Analyst- Mumbai,Orange Corporate Solutions,Mumbai,"businessanalysis,broking,businessanalytics,businessdataanalytics","['businessanalysis', 'broking', 'businessanalytics', 'businessdataanalytics']"
Asst.manager / Manager - Strategic Business Analyst,M/s Gi Human Resources And Services Pvt. Ltd.,Mumbai,"businessanalysis,dataanalysis,requirements","['businessanalysis', 'dataanalysis', 'requirements']"
Asst.manager / Manager for Strategic Business Analyst,M/s Gi Human Resources And Services Pvt. Ltd.,Mumbai,"businessanalysis,dataanalysis,datamapping,sas,sql","['businessanalysis', 'dataanalysis', 'datamapping', 'sas', 'sql']"
Asst.manager / Manager - Strategic Business Analyst,M/s Gi Human Resources And Services Pvt. Ltd.,Mumbai,"businessanalysis,dataanalysis,processmapping,datavisualization","['businessanalysis', 'dataanalysis', 'processmapping', 'datavisualization']"
Asst. Manager / Manager - Business Analyst,M/s Gi Human Resources And Services Pvt. Ltd.,Mumbai,"branchoperations,customerservice,businesssolutions,retailoperations,","['branchoperations', 'customerservice', 'businesssolutions', 'retailoperations', '']"
Business Analyst,M/s Gi Human Resources And Services Pvt. Ltd.,Mumbai,"branchoperations,customerservice,businesssolutions,retailoperations,","['branchoperations', 'customerservice', 'businesssolutions', 'retailoperations', '']"
Big data Analytic,Black Turtle India Pvt Ltd,Mumbai,"vp,avp,operations,riskmanagement,bigdata,datascience","['vp', 'avp', 'operations', 'riskmanagement', 'bigdata', 'datascience']"
Associate / Specialist,Yellow Box HR Services Pvt. Ltd.,Mumbai,"dataanalyst,statistics,maths,mathematics,datascientist","['dataanalyst', 'statistics', 'maths', 'mathematics', 'datascientist']"
Urgent opening for Data Mining for Mumbai Location,Dynpro India Pvt. Ltd.,Mumbai,"datamining,datascientist","['datamining', 'datascientist']"
Data Scientist - IoT / AI / ML,Softura Pvt Ltd,Chennai(Thiyagaraya Nagar),"datascientist,python,azure,nlp,chatbot,hadoop,aws,sas","['datascientist', 'python', 'azure', 'nlp', 'chatbot', 'hadoop', 'aws', 'sas']"
Data Scientist,Hexaware Technologies Ltd.,Chennai,"hive,pig,hbase,nosql,deeplearning,cassandra,nlp,datascience","['hive', 'pig', 'hbase', 'nosql', 'deeplearning', 'cassandra', 'nlp', 'datascience']"
Data Scientist,Saaki Argus And Averil Consulting,Chennai,"datascientist,predictiveanalytics,sas,python,r,machinelearning","['datascientist', 'predictiveanalytics', 'sas', 'python', 'r', 'machinelearning']"
Data Scientist,Newt Global,Chennai,"sas,analytics,spss,plsql,tools,datavisualization","['sas', 'analytics', 'spss', 'plsql', 'tools', 'datavisualization']"
Data Scientist,Premium,Chennai,"machinelearning,deeplearning,naturallanguageprocessing,python","['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python']"
HCL is Hiring for Business Analyst @ Chennai Location@ Interview Date,HCL Technologies Ltd,Chennai,"businessanalysis,healthcare,ushealthcare,pharma,pharmaceutical","['businessanalysis', 'healthcare', 'ushealthcare', 'pharma', 'pharmaceutical']"
Lead Data Scientist,Lennox India Technology Centre Private Limited,Chennai,"c,python,algorithms,c,java,oraclesql,datascience","['c', 'python', 'algorithms', 'c', 'java', 'oraclesql', 'datascience']"
Hiring for Data Scientist,RR Donnelley India Outsource Private Limited,Chennai,"datareporting,datascientist,python,predictivemodeling","['datareporting', 'datascientist', 'python', 'predictivemodeling']"
Data Scientist,"Kumaran Systems Pvt. Ltd.,",Chennai,"datascience,datascientist,ml,dl,machinelearning,deeplearning","['datascience', 'datascientist', 'ml', 'dl', 'machinelearning', 'deeplearning']"
Walk-ins |data Analytics/data Scientists/data Interpretation Aspirants,Inflexion Analytix Private Limited (Center for AI & Advanced Analytics),Chennai,"machinelearning,artificialintelligence,bigdataanalytics","['machinelearning', 'artificialintelligence', 'bigdataanalytics']"
Openings For Data Scientist,HCL Technologies Limited,Chennai,"datascientist,statisticalanalysis,sas,python,matlab","['datascientist', 'statisticalanalysis', 'sas', 'python', 'matlab']"
DATA Scientist / R Programmer,Atria BioSciences,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Alappuzha, Noida, Trivandrum","clinicaldata,spss,python,r,sas,tableau,dataanalytics","['clinicaldata', 'spss', 'python', 'r', 'sas', 'tableau', 'dataanalytics']"
Data Scientist - Intelligence Platform - R/python,Big IT,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Coimbatore, Kochi, Vijayawada","python,shellscripting,largescaledata,nosqldatabases","['python', 'shellscripting', 'largescaledata', 'nosqldatabases']"
Data Scientist,ThoughtWorks Technologies (India) Pvt Ltd.,"Pune(Yerwada), Bengaluru(4th Block Koramangala), Chennai","naturallanguageprocessing,machinelearning,r,predictivemodeling,data","['naturallanguageprocessing', 'machinelearning', 'r', 'predictivemodeling', 'data']"
Data Scientist,Global Mantra Innovations Private Limited,Chennai,"datascience,machinelearning,predictivemodeling","['datascience', 'machinelearning', 'predictivemodeling']"
Senior Data Scientist,Socure,Chennai,"informationretrieval,r,nlp,machinelearning,advancedanalytics,python","['informationretrieval', 'r', 'nlp', 'machinelearning', 'advancedanalytics', 'python']"
"Software Engineer - Machine Learning, Pyhton/r (data Scientist)",Diligence Netsoft pvt. ltd.,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune","datascience,r,machinelearning,python,logisticregression","['datascience', 'r', 'machinelearning', 'python', 'logisticregression']"
Associate Data Scientist (with R & Python),Simple Analytics,Chennai,"python,r,machinelearning,multivariateanalysis,dataanalysis","['python', 'r', 'machinelearning', 'multivariateanalysis', 'dataanalysis']"
Data Scientist,Premium,"Mumbai, Chennai","deeplearning,artificialintelligence,machinelearning","['deeplearning', 'artificialintelligence', 'machinelearning']"
Data Scientist - Machine Learning - R/python/spss/minitab & SAS,Premium,Chennai,"datascience,machinelearning,java,artificialintelligence,python,r","['datascience', 'machinelearning', 'java', 'artificialintelligence', 'python', 'r']"
"Data Scientist - Machine Learning - R/python/spss ,minitab & SAS",Premium,Chennai,"deeplearning,sql,advancedanalytics,r,machinelearning,etl,python","['deeplearning', 'sql', 'advancedanalytics', 'r', 'machinelearning', 'etl', 'python']"
Senior Data Scientist,Premium,"Delhi NCR, Bengaluru, Chennai, Hyderabad","machinelearning,neuralnetworks,analytics,predictivemodeling","['machinelearning', 'neuralnetworks', 'analytics', 'predictivemodeling']"
Data Scientist- R & SAS  (SDM Role),Job Finder,"Chennai, Hyderabad","sas,r,lifecycle,predictivemodeling,statisticalmodeling,python,data","['sas', 'r', 'lifecycle', 'predictivemodeling', 'statisticalmodeling', 'python', 'data']"
Data Scientist 4 Consulting firm at Chennai.,AJAX Consulting,Chennai,"hdfs,spark,hadoop,mapreduce,sql,bigdata,logisticregression,r,sas,","['hdfs', 'spark', 'hadoop', 'mapreduce', 'sql', 'bigdata', 'logisticregression', 'r', 'sas', '']"
DATA Scientist / Data Analytics ( Shipping / Marine Domain Preferred),Executive Ship Management Pvt Ltd,Chennai,"dataanalysis,statisticalanalysis,python,nosql,datamodeling","['dataanalysis', 'statisticalanalysis', 'python', 'nosql', 'datamodeling']"
Data Scientist with Machine Learning Expert @ Chennai,Mississippi Consultants,Chennai,"r,python,machinelearning,informationretrieval,graphalgorithms","['r', 'python', 'machinelearning', 'informationretrieval', 'graphalgorithms']"
Bpa-001 Business Process Analyst,Exeter Premedia Services Pvt Ltd,Chennai(Tiruvanmiyur),"businessprocessanalysis,projectmanagement,design,iso,iso,","['businessprocessanalysis', 'projectmanagement', 'design', 'iso', 'iso', '']"
Business Analyst,Business Analyst Training Institute,Chennai,"businessanalysis,technicalspecifications,srs,itsoftware","['businessanalysis', 'technicalspecifications', 'srs', 'itsoftware']"
"Research Scientist - Machine Learning, Data Mining (java, C++, Python)",Corporate Resource Consultants,"Bengaluru, Chennai, Hyderabad","python,java,machinelearning,c,r,matlab,datamining,algorithms","['python', 'java', 'machinelearning', 'c', 'r', 'matlab', 'datamining', 'algorithms']"
Excellent Opportunity - Business Analyst- (1yr to 3yrs),codemantra Pvt Ltd,Chennai(Perungudi),"businessprocessanalysis,statisticalanalysis,businessanalysis","['businessprocessanalysis', 'statisticalanalysis', 'businessanalysis']"
Business Analyst,Parveen Travels Pvt Ltd,Chennai,"businessanalysis,analytics,businessintelligence,statisticalanalysis","['businessanalysis', 'analytics', 'businessintelligence', 'statisticalanalysis']"
"Business Analyst | Mumbai, Pune, Dhavangiri & Chennai | 0.6 - 2yrs Exp",Ascent Health & Wellness Solutions Pvt. Ltd,"Mumbai, Chennai, Pune","businessanalysis,datastructures,analysis,analyst","['businessanalysis', 'datastructures', 'analysis', 'analyst']"
Data Scientist/ Analyst,Applied Data Finance,Chennai,"mysqlobjectorientedprogram,gpythonquerylanguage","['mysqlobjectorientedprogram', 'gpythonquerylanguage']"
Lead Business Data Analyst,Lennox India Technology Centre Private Limited,Chennai,"deeplearning,c,machinelearning,patternrecognition,nlp,python,c","['deeplearning', 'c', 'machinelearning', 'patternrecognition', 'nlp', 'python', 'c']"
Business Systems Analyst,DTCC,Chennai,"businessanalysis,salestraining,businessanalytics,projectmanagement","['businessanalysis', 'salestraining', 'businessanalytics', 'projectmanagement']"
"Mts1, Data Engineer",PayPal India Development Center,"Chennai, Chennai","hadoop,teradata,java,sql,informatica","['hadoop', 'teradata', 'java', 'sql', 'informatica']"
Data Engineer,PayPal India Development Center,"Chennai, Chennai","teradata,hadoop,java","['teradata', 'hadoop', 'java']"
Business Systems Analyst,PayPal India Development Center,"Chennai, Chennai","teradata,hadoop,java","['teradata', 'hadoop', 'java']"
Business Systems Analyst,PayPal India Development Center,chennai,"hadoop,java,teradata","['hadoop', 'java', 'teradata']"
Hybris - Senior Developer / Architect-lennox International,Lennox India Technology Centre Private Limited,Chennai(OMR),"marketing,sales,supplychain,datascience,advancedanalytics","['marketing', 'sales', 'supplychain', 'datascience', 'advancedanalytics']"
Senior Software Engineer,AskLytics Inc,Chennai,"platformenginner,serversideengineer,spring,json,restapi,cloud","['platformenginner', 'serversideengineer', 'spring', 'json', 'restapi', 'cloud']"
Data Engineer,Pearson English,Chennai,"sqlqueries,productdesign,datamodeling,bigdata,usecases","['sqlqueries', 'productdesign', 'datamodeling', 'bigdata', 'usecases']"
"Business Analyst, IT Business Analyst, Senior Business Analyst",Antomech Technologies India Private Limited,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Kolkata, Ahmedabad, Surat","excel,sas,vba,ba,businessanalytics,businessconsulting","['excel', 'sas', 'vba', 'ba', 'businessanalytics', 'businessconsulting']"
GC - Business Analyst,Shell India Markets Private Limited,Chennai,"sixsigma,interpersonalcommunication,financialoperations,ebusiness,","['sixsigma', 'interpersonalcommunication', 'financialoperations', 'ebusiness', '']"
Data Scientist,Premium,Chennai,"machinelearning,deeplearning,naturallanguageprocessing,python","['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python']"
Data Scientist,Evoke HR Solutions Pvt. Ltd.,Chennai,"marketing,sales,datascience,supplychain,projectmanagement","['marketing', 'sales', 'datascience', 'supplychain', 'projectmanagement']"
Data Scientist - Python Library/python Web Framework,Premium,Chennai,"python,django,java,machinelearning,sqlserver,spark,mongodb,scala","['python', 'django', 'java', 'machinelearning', 'sqlserver', 'spark', 'mongodb', 'scala']"
Data Scientist - Machine Learning,Premium,Chennai,"datascientist,machinelearning,bigdatatechnologies,hadoop,hive","['datascientist', 'machinelearning', 'bigdatatechnologies', 'hadoop', 'hive']"
Data Scientist and Data Engineer,Squircle IT Consulting Services Pvt Ltd,Chennai,"datamodeling,algorithms,productmanagement,datamining","['datamodeling', 'algorithms', 'productmanagement', 'datamining']"
Data Engineer,PayPal India Development Center,chennai,hadoopandteradataandsql,['hadoopandteradataandsql']
"Manager, Data Engineer",PayPal India Development Center,"Chennai, Chennai",manager,['manager']
Data Analyst Lead,Anantara Solution Pvt Ltd,Chennai,"hive,hadoop,oozie,hdfs,mapreduce,spark,datascience,sql,sas,r","['hive', 'hadoop', 'oozie', 'hdfs', 'mapreduce', 'spark', 'datascience', 'sql', 'sas', 'r']"
"Mts1, Data Engineer",PayPal India Development Center,"Chennai, Chennai",javaandbigdataandjavascript,['javaandbigdataandjavascript']
Opportunity for Business Analyst-temenos // Chennai // 14+ Years,Techs to Suit Inc,Chennai,"dataanalysis,businessanalysis,reportwriting,legalcompliance","['dataanalysis', 'businessanalysis', 'reportwriting', 'legalcompliance']"
"Mts1, Data Engineer",PayPal India Development Center,"Chennai, Chennai","pig,hive,mr,java","['pig', 'hive', 'mr', 'java']"
Data Engineer,PayPal India Development Center,"Chennai, Chennai",bigdataandteradataandjava,['bigdataandteradataandjava']
Immediate Onsite Opportunity for Software Developers in USA,eGrove Systems Pvt Ltd.,"chennai, United States (U.S)","java,python,hybris,linuxsystemadministration,softwaredevelopment","['java', 'python', 'hybris', 'linuxsystemadministration', 'softwaredevelopment']"
"Data Science Engineer_opportunity with Yume, A Product Dev Company",YuMe India Private Limited.,Chennai,"datascientist,machinelearning,datascience,ml","['datascientist', 'machinelearning', 'datascience', 'ml']"
Technical Lead - iOS,CollPoll - Startup,"Chennai, Bengaluru","ios,objectivec,cocoatouch,productmarketing,mobileapplications","['ios', 'objectivec', 'cocoatouch', 'productmarketing', 'mobileapplications']"
"Business Analyst / Senior Business Analyst, Guindy, Chennai",Creative Hands HR Consultancy,"Chennai, Bengaluru, Hyderabad","businessanalysis,wireframing,visio,msoffice,processmapping,business","['businessanalysis', 'wireframing', 'visio', 'msoffice', 'processmapping', 'business']"
Data Engineer - Data Infrastructure,Premium,Chennai,"dataquality,airflow,hive,spark,kafka,storm,postgres,redshift","['dataquality', 'airflow', 'hive', 'spark', 'kafka', 'storm', 'postgres', 'redshift']"
"Data Engineer - Python, Scala",Premium,"Bengaluru, Chennai","java,scala,bigdata,hadoop,python,datascience,linux,unix,rdbms","['java', 'scala', 'bigdata', 'hadoop', 'python', 'datascience', 'linux', 'unix', 'rdbms']"
"Business Analyst / Senior Business Analyst, Guindy, Chennai",Creative Hands HR Consultancy,Chennai,"businessanalysis,wireframing,visio,msoffice,processmapping,business","['businessanalysis', 'wireframing', 'visio', 'msoffice', 'processmapping', 'business']"
Lead Data Engineer,Premium,"Delhi NCR, Bengaluru, Hyderabad, Chennai","textmining,java,machinelearning,python,r,datamining,spark,hadoop,","['textmining', 'java', 'machinelearning', 'python', 'r', 'datamining', 'spark', 'hadoop', '']"
Data Engineer -  Hadoop Stack,Premium,"Chennai, Bengaluru","datascience,computerscience,dataprocessing,bigdatahadoopstack","['datascience', 'computerscience', 'dataprocessing', 'bigdatahadoopstack']"
Business Analyst/ Senior Business Analyst,Premium,Chennai,"usecases,businessanalysis,detailing,qualityassurance","['usecases', 'businessanalysis', 'detailing', 'qualityassurance']"
Business Analyst - Basel/ Ccar/ FDIC - BFS,Premium,Chennai,"baselii,rwa,ccar,businessanalysis,lgd,dataquality,datavalidation,","['baselii', 'rwa', 'ccar', 'businessanalysis', 'lgd', 'dataquality', 'datavalidation', '']"
Business Analyst,Premium,Chennai,"businessanalytics,dataanalysis,r,sas,python,analytics","['businessanalytics', 'dataanalysis', 'r', 'sas', 'python', 'analytics']"
