Job_Name	Skillset	Location	Organization
Software Engineer	Oracle SQL, Algorithms, Database, Software Engineering, MS SQL	Delhi NCR	A joint venture company.
R&D; Engineer, Synopsys, Noida	RTL, RTL Design, digital design, VHDL, Verilog, Lint, synthesis, timing	Delhi NCR	Synopsys India Pvt. Ltd
Software Engineer Testing | 3-5 Yrs | Gurgaon	Software Testing, Test Data, QA Testing, Test Scripts...	Gurgaon	Indiabulls Ventures Ltd.
Walk-in for Devops Engineer/lead	devops, devops engineer, devops consultant, senior devops engineer...	Hyderabad	GSPANN Technologies.
MES Engineer - Werum Practice	MES, Werum, PAS - X	Navi Mumbai, Bengaluru	Sarla Advantech Pvt Ltd
Hiring for Process Engineer in Refining, Petrochemical Sector	Process Engineering, HySYS, Process Simulation, Hydraulic Calculations...	Delhi NCR	Moldtek Technologies Limited
Sales Engineer-solar	Sales Engineering, Selling, solar, epc, renewable, pv, photovoltaic	Delhi NCR, Mumbai, Kolkata	Bhansali Cables & Conductors Pvt.Ltd.
Design Engineer	design engineering, 3d modeling, mechanical engineering, pdms, piping, hvac...	Chennai	R&M; Marine Engineering Services India Pvt Ltd
MEP Engineer	Plumbing, Plastering, Painting, Sanitary, Fire Fighting, Project Execution,...	Bengaluru(Devarabeesana Halli)	Mana Projects Pvt. Ltd.
CAE Crash Engineer for Global OEM in Chennai	ls - dyna, hypermesh, cae	Chennai	Xitadel Cae Technologies India Private Limited
CAE Engineer for Global OEM in Chennai	cae, ansa	Chennai	Xitadel Cae Technologies India Private Limited
Junior Design Engineer ( B tech Mechanical/ Chemical )- Male Preferred	design engineering, design engineer, chemical, mechanical, solid works...	Mumbai	Kitten Enterprises Pvt. Ltd.
Sr. Engineer - Contracts	Business Development, Bidding, Tendering, Marketing, Negotiation	Bengaluru	B L Kashyap and Sons Limited
QA / QC Engineer - Male Preferred	QA, QC Engineering, quality control engineering, Quality Assurance, quality...	Mumbai	Kitten Enterprises Pvt. Ltd.
Immediate Hiring for Core Platform Engineer @ Top MNC	.net, python, c#, c #, noSql, c#.Net, API	Chennai	Atem Software Solutions Pvt Ltd.
Opportunity for Senior Quality Engineer with Redhat in Pune	ui automation, quality assurance engineering, bash scripting, ruby...	Pune	Red Hat India Pvt Ltd
Sr. Engineer/assistant Manager/ Manager - QA / QC	QA Management, QC, Concreting, Material Testing, Process Inspection...	Bengaluru	B L Kashyap and Sons Limited
Excellent Opportunity for L2 Engineer in Futurism Technologies	Networking, System Administration, DNS, Hyper - V, Active Directory...	Pune	FUTURISM TECHNOLOGIES PVT LTD
Site Engineer (mep)	mep, electrical, AutoCAD	Guwahati	Indotech Infracon Pvt Ltd
Desktop Engineer L1@urgent Opening	windows server, Technical Support, desktop support engineer...	Hyderabad, Bengaluru	CLOUDLYNC TECHSOL PVT LTD
System Engineer	system engineering, cctv, lan, networking, testing, installation...	Hyderabad	Thales India Pvt Ltd
Audio Test Engineer - Multiple Locations in USA	test engineering, electrical engineering, writing skills, technical skills,...	USA	KAMMS Management Consultants Private Ltd
Graduate Engineer Trainee (get)  in Mechanical Engg.	Communication, Tool Design, New Projects, Problem Solving	Delhi NCR(Noida-Greater Noida Expressway), Greater Noida	PPS INTERNATIONAL
Analog Layout/ Sr. Analog Layout Engineer	Layout Design, Analog Layout, Floorplan, Analog Layout / , Engineer, analog...	Bengaluru	KAMMS Management Consultants Private Ltd
Switch Engineer for Delhi	Switching, Cisco Switches, Tac, Switch Configuration, Troubleshooting...	Delhi NCR	Synophic Systems Private Limited
Software Engineer / Senior / Lead	c, enodeb, 4g, linux, LTE, L2	Bengaluru	People Decode Solutions(opc) pvt ltd
Engineer - PLC	PLC, SCADA, Allen Bradley, Siemens, WinCC, Plant Automation	Delhi NCR, Mumbai, Chennai	Frick India Limited
Materials Science Engineer	Materials Science Engineer, Materials Science, Engineer	Bengaluru	Startup - Ethereal Machines
Mechatronics Engineer	Mechatronics Engineer, Mechatronics, Engineer	Bengaluru	Startup - Ethereal Machines
Printer Engineer - 3D	Design, 3D Printing, Printer Engineer	Bengaluru	Startup - Ethereal Machines
Site Engineer for an Interior Fit-out Company	Site Management, Site Engineering, Site Supervision, Civil Engineering...	Bengaluru	Ambience Interiors Pvt Ltd
Principal Engineer Bridges Design(uk Projects Experience is Must)	bridge design, bridge, flyover design, Staad Pro, Staad	Bengaluru, Noida	WSP CONSULTANTS INDIA PRIVATE LIMITED
Senior Software Engineer - Big data Java/python	mongodb, java, nosql, J2Ee, Hadoop, Python	Gurgaon	American Express Services India Pvt. Ltd.
Immediate Requirement for IT Support Engineer	Networking Skills, Routing Protocols, MCSE, Hardware, CCNA, Subnetting, OSI...	Hyderabad	Meritus Intelytics Private Limited
Senior QA Engineer - Newt Global - Chennai	White Box Testing, JUnit	Chennai	Newt Global India Private Limited
Sales Engineer	industrial sales, technical sales, marketing, back office, direct sales...	Mumbai(Sector 30A Vashi), Mumbai Suburbs, Navi Mumbai	Powermaster Engineers Private Limited
Shift Engineer-saharanpur Location	HVAC, Chiller Plant, UPS, Electricals, Bms, DG, Energy Conservation...	Saharanpur	Sodexo Technical Services India Pvt Ltd
Senior Software Engineer - C#, Asp.net, DOT Net	asp.net, c#, .net, VB.NET, dotnet, asp dotnet, c# dotnet, c sharp dotnet, c...	Bengaluru(Nagavara)	CERNER HEALTHCARE SOLUTIONS PVT LTD
Sr. Software Engineer	SQL, ETL Tool, PLSQL, Stored Procedures, SSIS, PL, Software Engineering...	Mumbai	Tech Mahindra Ltd.
SDET Role ( Software Development Engineer in Test)	java, sdet, core java, j2ee, Angularjs, angular js	Chennai	Maveric Systems Limited
Sr. Engineer	Sheet Metal Design, Pro - E, Creo, Bearings, UG NX, Autodesk Inventor...	Bengaluru	Tech Mahindra Ltd.
S/W Engineer	asp.net, mvc, sql server	Delhi NCR	Rensol Technologies Pvt Ltd
Estimation Engineer	Estimation Engineering, Billing	Bengaluru	Sobha Limited
Sr.project Engineer	project management, engineering management, architecture, civil engineering	Chennai	Rajkham Builders Pvt Ltd
SDET Role ( Software Development Engineer in Test)	java, maven, selenium, sdet, core java, j2ee, Web Services...	Chennai	Maveric Systems Limited
L2 Mobile Service Engineer Noida	Mobile Repair	Noida	Aforeserve.com Ltd.
QA Automation Engineer	Automation Testing, Regression Testing, Selenium, White Box...	Pune(Baner)	AdMaxim India Pvt Ltd
Mechanical Design Engineer- Data Center	design engineering, mechanical engineering, data center	Mumbai, Pune	Black & Veatch Private Limited
Cad-system Design Engineer	Product Design, CATIA, Sheet Metal, DFMEA, PDM, ENOVIA, Design Engineering,...	Chennai	Xitadel Cae Technologies India Private Limited
Senior QA Engineer	Testng, Automation Testing, Selenium, Quality Assurance Engineering...	Bengaluru	Opteamix India Business Solutions Private Limited society
Software Engineer - iOS	Data Structures, Algorithms, Android, Swift, IOS, Software Engineering	Bengaluru	Startup - Loktra
Urgent Opening :: Automation Testing Engineer :: Gurgaon	Automation Testing, Testng, Selenium, API Testing, Automation Framework...	Gurgaon	Agreeya Solutions India Private Limited
Hiring for Field Support Engineer - Bijapur	field support, networking, routing, switching, deployment, fresher	Bengaluru, Bidar, Dharwad	Synophic Systems Private Limited
Service Engineer (cctv)	Cctv Installation, CCTV Technician, CCTV Repairing, Troubleshooting	Amravati, Gulbarga, Kolhapur	Aurionpro Solutions Ltd.
Hiring Field Support Engineer - Hyderabad Location	Troubleshooting, Installation, Hiring, Field Support	Hyderabad	Synophic Systems Private Limited
Valve Procurement Engineer - HSR Layout, Banglore	technical documentation, expediting, procurement, valves, instrumentation...	Bengaluru, Chennai	Global Trade Links USA
Site Engineer ( Alumium Formwork )	Site Engineering, AutoCAD, Site Supervision, Formwork, CAD Drawing	Mumbai, Delhi NCR	kumkang kind india pvt ltd
Software Engineer	C++, C, MFC, VC++, Mdi, Software Engineering, Visual Studio...	Bengaluru(Giri Nagar)	Emage Vision India
Software Engineer Testing	c, rtrt, embedded software testing, test planning, avionics, verification...	Chennai, Bengaluru	Vihanga Embedsoft
Highway Design Engineer	design engineering, highway design, highways, mx, mx road, detailed design	Gandhinagar	Feedback Infra Private Limited
Sr SQA Engineer - India	quality assurance engineering, qa, automation testing, sqa, test cases...	Pune	BMC Software India Pvt. Ltd
Senior / Principal Catastrophe Engineer - CAT Modeler - Air/rm	Modeler, Technical Support, Client Interaction, C++, MATLAB, GIS...	Delhi NCR, Gurgaon	HuQuo
Software Engineer	data structures, algorithms, software engineering, software architecture...	Bengaluru	Gameberry Labs - Startup
Software Engineer - Java Server - Multithreading	Spring, Core Java, Struts, J2Ee, Javascript, HTML, CSS, Multithreading, PHP...	Mumbai	Network18 Media and Investments Ltd.
Sr Principal Software Engineer (ca)-java,security	Java Security, Design Patterns, Software Development, Data Structures...	Hyderabad	CA (India) Technologies Private Limited
Sr Principal, Cybersecurity Engineer	Java, J2Ee, Oauth, Web Services, Design Patterns, SAML, Javascript, SQL...	Hyderabad	CA (India) Technologies Private Limited
Test Engineer	Software QA, Automation Testing, Test Engineering, Test Cases...	Delhi	Startup - Elucidata Corporation
Big Data Engineer	Life Sciences, Biology, Computer Science, Unit Testing, Data Processing...	Delhi	Startup - Elucidata Corporation
Opportunity for Cloud Engineer / AWS	ansible, node.js, docker, ruby, mongodb, aws, puppet, cloud engineer	Pune	InfoStretch Corporation (India) Pvt. Ltd
Design Engineer ( Solidworks / Autocad - Singapore )	AutoCAD, Design Engineering, Solid Works, Product Design...	Bengaluru, Chennai, Coimbatore	Design Careers
Software Development Engineer in Test (sdet- L2)	SDET, Development Testing, Writing Test Cases, QA Testing...	Bengaluru	Shieldsquare
Software Engineer - Chat Bot	Javascript, Redis, JQuery, MySQL, MongoDB, PHP, GIT, Docker, Front End...	Mumbai	AerTrip
Technical Lead/ Senior Application Engineer - Talent IT SD	WCF, C#, MS SQL Server, LINQ, MVC, Entity Framework, WPF, ASP.Net...	Kochi, Trivandrum	EYGBS (India) Private Limited
Java Engineer - Spring/j2ee	Core Java, Maven, Spring, J2Ee, Web Services, Javascript, OOPS, Github...	Hyderabad	Genesis Scada Solutions
IT Communication Engineer	routing, network management, network security, communication engineering...	Bengaluru	PPD Pharmaceutical Development India Private Limit
Team Leader cum Senior Highway Engineer	team leader, highway engineer, project supervisor	Junagadh	Feedback Infra Private Limited
Electrical Engineer(off Roll)	mcb, transformers, mccb, electrical engineering, ht, lt, electricals...	Delhi NCR	Reliance Industries Ltd
Material Engineer- Chiplun (maharashtra)	civil engineering, highways, Material Engineer, Geotechnical Engineer	Chiplun	Feedback Infra Private Limited
ETL Test Engineer	Postgresql, MySQL, Data Integration, SQL, Pentaho, ETL, Data Modeling, QA...	Bengaluru	Bytemark Technology Solutions India Pvt Ltd
Bridge & Structural Engineer- Chiplun (maharashtra)	civil engineering, engineering procurement, project director...	Chiplun	Feedback Infra Private Limited
QA Engineer	QA, Quality Audit, CMMI, Product Audit, ISO 9001, Internal Quality Auditor,...	Chennai	Jasmin Infotech Pvt. Ltd.,
Team Leader cum Senior Highway Engineer- Chiplun (maharashtra)	civil engineering, engineering procurement, project director...	Chiplun	Feedback Infra Private Limited
Senior Engineer - Autosar	C, AUTOSAR, Automotive	Chennai	Jasmin Infotech Pvt. Ltd.,
Welding Engineer	preventive maintenance, welding engineering, fabrication...	Malaysia	OAG Group of Companies
Engineer/asst. Engineer- Wheel Casting	cnc maintenance, tpm, gravity die casting, low pressure die casting...	Haridwar	Rockman Industries Ltd.
Maintenance Engineer	electrical maintenance, electronics engineering, electrical engineering...	Dadra and Nagar Haveli	Weener Empire Plastics Private Limited
Engineer / Senior Engineer - SMT at MNC	manpower handling, maintenance, surface mount technology, smt operator, smt...	Chennai	Mando Hella Electronic Automotive India Pvt ltd
Maintenance Engineer- Sarvodaya Hospital	Maintenance Engineering, HVAC, MEP	Faridabad	Sarvodaya Hospital And Research Centre
Engineer/senior Engineer-electrical Maintenance - MNC - Bawal	MTTR, MTBF, Preventive Maintenance, breakdown maintenance...	Bawal	UNI HR Solutions
Sr Engineer ( Mechanical)	AutoCAD, B.Tech, Maintenance, Design, 3D, Mechanical Engineering	Kanpur	Lohia Corp Ltd.
Lead Engineer - Security Operations	Palo Alto, SSL, VPN, IPSEC, Bluecoat, F5, Checkpoint, Firewall	Mumbai	Virtela India Pvt. Ltd.
Senior Geotechnical Engineer for Gurgaon	Civil Engineering, Construction Supervision, Planning, Hydro Power...	Gurgaon	Tractebel Engineering Pvt Ltd.
System Engineer - Requirement Management Experts with IBM Doors / Jazz	ibm doors, ibm jazz, rational doors, doors, requirements management...	Hyderabad	UTC Fire and Security India Ltd.
Software Engineer - Oracle Fusion and E-business Suite	java, oracle sql, software engineering, web technologies...	Bengaluru, Chandigarh	Emicon Advisory Services LLP
Assystem Hiring - MBD Engineers	mbd, model base design, model base development, model base developer...	Bengaluru, Chennai	ASSYSTEM TECHNOLOGIES INDIA PRIVATE LIMITED.
Pentaho Data Integration Engineer / DWH ETL Designer Developer	Data Warehousing, ETL, Data Integration, Data Modeling, Pentaho, Bi, Design...	Hyderabad	MCS Solutions Private Limited
Civil Engineer/civil Supervisor for Real Estate Developer Vapi/silvasa	Civil Engineering, diploma civil	Vapi, Dadra and Nagar Haveli	KSL and Industries Limited
Walk-in - Software Engineer (.net) || Saturday 17th March	sql server, c#, vb.net, .net, vb, stored procedures...	Noida(Sector-16 Noida)	Helm Analytics Pvt Ltd
Quality Assurance Engineer	QA Engineer, QA manager, System Testing, Quality assurance engineer, JMeter...	Bengaluru	Liventus Technology Services Pvt. Ltd.
Software Engineer ( Core Java) 3-6 Years Experience	Core Java, Javascript, jsp, spring, struts, ajax, swing	Delhi NCR	Techbooks International Pvt. Ltd
Senior Software Engineer	java, node.js, mysql, mongodb, postgresql, software development...	Gurgaon	Paisabazaar.com
Principal Engineer - Hardware Design and Development	analog design, digital design, emi, EMC	Udaipur	Secure Meters Ltd.
Senior Engineer Security Operations	Network Security, IPS, Checkpoint, Juniper, PALO ALTO, F5, Load Balancer...	Mumbai	Virtela India Pvt. Ltd.
Software Test Engineer - Linux	manual testing, linux, script testing	Bengaluru(Whitefield)	IDrive Software (India) Private Limited
QA Engineer, Learning Management System (lms)	test scripts, test cases, tester, quality assurance, lms, elearning, jira...	Mumbai	Cactus Communications Pvt. Ltd.
